Species,estuary,marine,freshwater,m_dtco,sal,fw_status,isMarine,isFreshwater,rf_pred,h2o_pred,FB_HT,Final_HT,verification,source,n,new_mht,title.x,tag,Corush_Diad,span_dtco,rf_pred_diad,h2o_pred_diad,Orig_Diad,Orig_Diad1,Final_Diad,Diad_verification,Diad_source
Scardinius plotizza,0,0,1.5707963267948966,-10.431221941835704,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,8.006999328249183,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Scardinius scardafa,0,0,1.5707963267948966,-53.52543667250089,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,22.5340677355148,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Scartelaos histophorus,0.39450694869515746,0.7626630571889498,0.7055132804057738,0.0407283322736464,2.3966983845645244,1,1,0,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,243.99034556142288,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Scartella caboverdiana,0,0.684719203002283,0.8860771237926137,-0.26836014881495884,2.169053700369523,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,18.786418778072214,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scartella cristata,0.42875598117012015,0.7421343207046329,0.5890309702162739,0.04128187160836957,2.592537313980366,1,1,0,Euryhaline,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,15.99228671849463,Euryhaline,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scartella emarginata,0,0.6096716945414621,0.7278944337774115,-0.034692069897002,1.0430424375132987,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,208.21042675117747,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus arabicus,0,0,1.5707963267948966,-0.6588819191591044,0,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,0.4652321067990334,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus coelestinus,0.16744807921968932,0.9261382000128708,0.5551211675567872,0.523729945386053,2.8088549002241754,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,189.55125402710516,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus collana,0,1.5707963267948966,0,-0.24364446578145377,2.456735772821304,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,20.578933734314237,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus compressus,0,0.7853981633974484,0.8522639581024191,0.1352136179769773,1.5629178967992077,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,34.04935628533814,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus dimidiatus,0,1.014658992696347,0.4595365263452448,4.813449465593024,3.2676659890376327,0,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,291.66944225423373,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus dubius,0.18058521419069812,0.966768936013433,0.5328618685245151,4.05417634370005,3.1734134507914433,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,535.7475222186685,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus festivus,0,1.0471975511965976,0.5235987755982988,3.383431363419338,3.14988295338125,0,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,93.71688676690196,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus forsteni,0,0.9687234065335636,0.5181347291055722,0.7479982557920535,3.0032794791893735,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,295.16647074717815,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus frenatus,0,1.1400965226782709,0.25621094971054253,24.97768110498396,3.4361595442242954,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,519.9752690144055,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus fuscopurpureus,0,0.8860771237926137,0.684719203002283,0.5309487974507336,2.862200880929469,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,15.013138851175702,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus ghobban,0.14571962698577742,0.9670807495431888,0.513100331532835,1.616482597472111,3.06335246122897,1,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,415.01649130167704,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus globiceps,0.16403394102297522,0.8997251142269894,0.4636476090008061,5.653218755491347,3.255689797990917,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,519.8651856511935,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus guacamaia,0.2611574109030243,0.7996858220320946,0.5848237685591704,0.354076932646291,2.3206035984967244,1,1,0,Marine,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,53.80044526317276,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus hypselopterus,0,1.1831996401397158,0.3137278864615954,1.7975215497899355,3.2929837970219227,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,342.3811795984126,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus iseri,0.13632497926272824,0.9874201215964112,0.3908176373265988,1.7196003523980012,3.189614652749022,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,247.1765640279675,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus koputea,0,0.5235987755982988,0.36136712390670783,13.68841253389656,3.373026504695459,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,20.210976188003674,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus longipinnis,0,1.1831996401397158,0.2705497629785729,35.8905331062139,3.481240089335692,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,66.35485632072417,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus niger,0,1.0140656010841131,0.36866985843603023,5.4413224693802444,3.3279582192937527,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,518.813631695845,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus oviceps,0.1629414786105194,1.12719219298367,0.3712044650101477,5.49490896744849,3.3650321051940857,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,434.58911776450776,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus persicus,0,0,1.5707963267948966,-4.00367837425529,0,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,4.121207596336266,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus prasiognathos,0,1.0598422992189955,0.485049786929483,3.3023763027827555,3.1780538303479458,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,145.53515802203066,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus psittacus,0.1642550823486539,0.9346642639898864,0.4873010654055017,2.8234306321095977,3.1539562787688853,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,524.73299536958,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus quoyi,0,0.9775965506452678,0.40637778068433034,2.960032988829799,3.25306718961648,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,54.0514993884211,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus rivulatus,0.1093265991519842,0.9178958287808684,0.4516334410795318,2.8329729425739325,3.174843554717697,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,284.12051688760977,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus rubroviolaceus,0,0.8989852606999401,0.5567959241763609,1.2992233608066015,2.9700898429406535,0,1,0,Marine,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,340.1845473459222,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus russelii,0.1973955598498808,0.9827937232473292,0.3465799537883769,2.19385543950596,3.332204510175204,0,1,0,Marine,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,NA,39.309463204732104,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus schlegeli,0,1.0038173881668768,0.3895555077351775,7.3383178948984975,3.291763540616693,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,518.025813701794,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus taeniopterus,0.09141435837204738,1.0002858790497122,0.4531474841460174,1.703280854505143,3.0917753225739686,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,189.79446675645485,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus tricolor,0.17771060084511175,0.9443100153613888,0.4866949550747732,2.7741246895198692,3.172355809233308,0,1,0,Marine,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,267.9913265252119,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus viridifucatus,0,0.7853981633974484,0.7853981633974484,-0.02605505857581915,2.169053700369523,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,4.823715496480852,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus xanthopleura,0,1.1831996401397158,0.3875966866551806,19.749577705532435,3.4011973816621555,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,433.1638379865763,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus zelindae,0,0.7853981633974484,0.5235987755982988,21.337028938780257,3.044522437723423,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,55.48605689934003,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scarus zufar,0,0.6154797086703873,0.9553166181245092,-0.05517425556492529,0,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,0.8222924131054546,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Scatophagus argus,0.25681391742080717,0.6102860111237614,0.8932711905656275,-0.7724274489535935,2.028736559182504,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,385.3206700608837,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Scatophagus tetracanthus,0.2611574109030243,0.6154797086703873,0.8860771237926137,-1.5466065476718358,1.6094379124341005,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,222.3304895092317,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Schedophilus maculatus,0.16984628808367364,1.1439091522484792,0.3875966866551806,46.141155328720295,3.285365566137034,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,900.7895548662678,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Schedophilus medusophagus,0.12340446673478644,1.44739186006011,0.12340446673478644,164.54701326147088,3.514983837634053,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1649.690198306581,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Schedophilus ovalis,0,1.0895209528525531,0.4812753739423435,25.9430634834073,3.2929837970219227,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,820.731856111765,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Schedophilus velaini,0,1.1872993228639632,0.38349700393093333,83.67834682856895,3.3596034843633182,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,905.2242694900863,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Schilbe intermedius,0.09601809500657044,0.04288779277805996,1.496466836475589,-59.30107080646648,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,495.8396043155441,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schilbe mystus,0.18464442912924295,0,1.4957727990064191,-57.24351677047709,-2.5802168295923273,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,493.52677712834725,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schindleria praematura,0,1.1020659650531042,0.4159520869501075,8.249433471404197,3.2929837970219227,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,225.24466083406452,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Schismatorhynchos nukta,0,0,1.5707963267948966,-66.9442525753499,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,186.66603965016742,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura amplizona,0,0,1.5707963267948966,-14.944735501738258,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,32.5635902935498,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura balteata,0,0,1.5707963267948966,-2.5037757937259615,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1.1408362644225476,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura beavani,0,0,1.5707963267948966,-25.788216168283594,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,278.9074161908453,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura bucculenta,0,0,1.5707963267948966,-51.22455179561674,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,72.25045960005183,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura caudofurca,0,0,1.5707963267948966,-79.7740746063008,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,106.32849713030193,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura desmotes,0,0,1.5707963267948966,-47.40869749117924,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,99.07493123141886,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura disparizona,0,0,1.5707963267948966,-28.206542281952068,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,129.0216706606726,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura fasciolata,0,0,1.5707963267948966,-20.02757020400986,0,1,0,1,Fresh,Fresh,Euryhaline,Fresh,NDMER,,NA,NA,NA,NA,Nondiadromous,885.0266396694379,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura kloetzliae,0,0,1.5707963267948966,-8.291164538339837,0,1,0,1,Fresh,Euryhaline,Fresh,Fresh,NDMER,,NA,NA,NA,NA,Nondiadromous,1.3588198750773008,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura poculi,0,0,1.5707963267948966,-16.54683460818966,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,122.74035950897574,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura polytaenia,0,0,1.5707963267948966,-17.736231873331985,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,35.44647674916235,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura reidi,0,0,1.5707963267948966,-7.883116100819265,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,178.289532690834,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura rupecula,0,0.20556893116117383,1.3652273956337226,-43.72287524534081,0.2972515234679314,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,188.50480391364795,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura savona,0,0,1.5707963267948966,-7.283904257301605,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,221.670043193164,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura sexcauda,0,0,1.5707963267948966,-17.26969831059901,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,91.95734331175271,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura sikmaiensis,0,0,1.5707963267948966,-24.60061791195656,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,258.8920177456534,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura spilota,0,0,1.5707963267948966,-74.38872095128521,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,99.49297413261044,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schistura vinciguerrae,0,0,1.5707963267948966,-47.313614112989185,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,69.39749953651324,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizodon fasciatus,0.1177157198767551,0.1177157198767551,1.4689106186016152,-155.80841492227137,-0.9062403960206497,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,875.3081443788827,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizodon intermedius,0,0,1.5707963267948966,-325.57295583951844,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,299.1697297307901,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizodon knerii,0,0,1.5707963267948966,-474.57556396971586,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,627.1107480978909,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizodon nasutus,0,0,1.5707963267948966,-305.78945652500016,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,659.0203957046707,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizolecis guntheri,0.1215670218709294,0,1.4492293049239675,-17.31296452975278,-1.5404450409471475,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,120.89091543495569,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizopygopsis stoliczkai,0,0,1.5707963267948966,-4.096826070763755,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,89.99795452146697,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax argentatus,0,0,1.5707963267948966,-211.6870058299082,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,73.6859124143898,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax biddulphi,0,0,1.5707963267948966,-207.775480964594,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,189.2950180393884,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax curvifrons,0,0,1.5707963267948966,-55.039020346273205,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,118.10628905618715,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax davidi,0,0,1.5707963267948966,-523.7698535854321,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,30.206311965382074,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax dulongensis,0,0,1.5707963267948966,-8.153502194357904,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,39.760694143406056,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax gongshanensis,0,0,1.5707963267948966,-17.310008505698757,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,32.75112430433636,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax grahami,0,0,1.5707963267948966,-481.72505947660375,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,809.9079092547788,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax griseus,0,0,1.5707963267948966,-295.46880694679015,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,484.87228605563723,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax labiatus,0,0,1.5707963267948966,-51.05059976706398,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,71.13733988074974,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax lissolabiatus,0,0,1.5707963267948966,-26.53485258215838,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,265.58824536248335,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax meridionalis,0,0,1.5707963267948966,-48.69838840247244,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,60.13703631565746,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax molesworthi,0,0,1.5707963267948966,-10.070438398029536,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,16.020821188252246,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax nukiangensis,0,0,1.5707963267948966,-17.39247123211375,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,81.87859085284677,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax plagiostomus,0,0,1.5707963267948966,-108.67600689551566,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,55.746518804347474,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax richardsonii,0,0,1.5707963267948966,-63.44247072380372,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,165.34625314571673,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schizothorax wangchiachii,0,0,1.5707963267948966,-50.750461178577424,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,69.68381171969597,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Schultzea beta,0,1.3707855899976371,0.11496092050070646,34.01883501566258,3.5403101841248734,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,333.78654710528536,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Schwetzochromis neodon,0,0,1.5707963267948966,-249.88316170180025,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1.2398530623588013,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Sciades couma,0.9117382909684876,0.9117382909684876,1.2094292028881888,1.3162235840065624,2.256065077359153,1,0,1,Euryhaline,Fresh,Euryhaline,Euryhaline,see source,@soares2021environmental,NA,NA,NA,NA,Nondiadromous,198.0665369809635,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Sciades dowii,0.3875966866551806,0.7137243789447656,0.5639426413606289,1.4849363441446617,2.833213344056216,1,0,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,15.481646015687703,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Sciades herzbergii,0.5176871318584505,0.5410995259571458,0.8986078819927643,-0.4886075451976555,1.9867321435755685,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,144,Euryhaline,no def diad,NA,NA,216.24069000554462,Euryhaline,Euryhaline-Diadromous,Nondiadromous,Euryhaline,Nondiadromous,NDDR,NA
Sciades parkeri,0.3217505543966422,1.2490457723982544,0,70.80887982730464,3.3843902633457743,1,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,NA,153.734679127505,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Sciades passany,0.7853981633974484,0.7853981633974484,1.5707963267948966,-0.02374685924732057,0,1,1,0,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,4.536004533965393,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
